id,continent,region,whoRegion,admin0,admin0Id,admin0Fip,admin0Iso2,admin0Iso3,admin1,admin1Id,admin2,admin2Id,admin3Id,iusAdm,iusName,iuId,iuCode,year,endemicity,popReq,popTrg,popTreat,cov,epiCov,mdaScheme,endemicityId,popTot,popPreSAC,popSAC,popAdult,cumMda,mda,effMda,mdaN,effMdaN,epiMda,epiEffMda,epiMdaN,epiEffMdaN
57844,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2014,Endemic (MDA not delivered),459585,0,0,0,0,Not delivered,1,459585,64342,160855,234388,0,0,0,0,0,0,0,0,0
57845,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2015,Not reported,0,0,0,0,0,Not delivered,999,526459,68912,140193,299629,0,0,0,0,0,0,0,0,0
57846,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2016,Not reported,0,0,0,0,0,Not delivered,999,553730,70916,153746,311480,0,0,0,0,0,0,0,0,0
57847,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2017,Endemic (MDA not delivered),525933,0,0,0,0,Not delivered,1,525933,73631,184077,268226,0,0,0,0,0,0,0,0,0
57848,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2018,Endemic (under MDA),525460,444013,529119,119.17,100.7,ALB+IVM,2,525460,62530,140823,303190,1,1,1,1,1,1,1,1,1
57849,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2019,Endemic (under MDA),525933,595878,530935,89.1,100.95,ALB+IVM,2,525933,62586,140950,303463,2,1,1,2,2,1,1,2,2
57850,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2020,Endemic (MDA not delivered),584507,0,0,0,0,Not delivered,1,584507,69556,156648,337261,2,0,0,2,2,0,0,2,2
57851,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2021,Endemic (under MDA),597278,493909,428754,86.81,71.78,ALB+IVM,2,597278,71076,160071,344629,3,1,1,3,3,1,1,3,3
57852,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2022,Endemic (under MDA),620103,534405,753923,141.08,121.58,ALB+IVM,2,620103,68645,191550,342855,4,1,1,4,4,1,1,4,4
57853,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2023,Endemic (under MDA),647920,547493,860193,157.11,132.76,ALB+IVM,2,647920,74511,173643,373850,5,1,1,5,5,1,1,5,5
57854,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Juba,44319,0,ADM2,Juba,44319,SSD0457244319,2024,Endemic (under MDA),657867,555897,773744,139.19,117.61,ALB+IVM,2,657867,75655,176308,379589,6,1,1,6,6,1,1,6,6
57856,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2014,Endemic (MDA not delivered),290077,0,0,0,0,Not delivered,1,290077,40611,101527,147939,0,0,0,0,0,0,0,0,0
57857,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2015,Not reported,0,0,0,0,0,Not delivered,999,332285,43495,88486,189116,0,0,0,0,0,0,0,0,0
57858,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2016,Endemic (MDA not delivered),270138,0,0,0,0,Not delivered,1,270138,37819,94548,137770,0,0,0,0,0,0,0,0,0
57859,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2017,Endemic (MDA not delivered),331953,0,0,0,0,Not delivered,1,331953,46473,116184,169296,0,0,0,0,0,0,0,0,0
57860,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2018,Endemic (MDA not delivered),331655,0,0,0,0,Not delivered,1,331655,39467,88884,191365,0,0,0,0,0,0,0,0,0
57861,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2019,Endemic (MDA not delivered),331953,0,0,0,0,Not delivered,1,331953,39502,88963,191537,0,0,0,0,0,0,0,0,0
57862,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2020,Endemic (MDA not delivered),311504,0,0,0,0,Not delivered,1,311504,37069,83483,179738,0,0,0,0,0,0,0,0,0
57863,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2021,Endemic (under MDA),318949,263221,74781,28.41,23.45,ALB+IVM,2,318949,37955,85478,184034,1,1,0,1,0,1,0,1,0
57864,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2022,Endemic (under MDA),330475,284803,205683,72.22,62.24,ALB+IVM,2,330475,36584,102084,182719,2,1,1,2,1,1,0,2,0
57865,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2023,Endemic (under MDA),345299,291778,220865,75.7,63.96,ALB+IVM,2,345299,39709,92540,199238,3,1,1,3,2,1,0,3,0
57866,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Kajokeji,44320,0,ADM2,Kajokeji,44320,SSD0457244320,2024,Endemic (under MDA),350600,296257,220499,74.43,62.89,ALB+IVM,2,350600,40319,93961,202296,4,1,1,4,3,1,0,4,0
57868,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2014,Endemic (MDA not delivered),131902,0,0,0,0,Not delivered,1,131902,18466,46166,67270,0,0,0,0,0,0,0,0,0
57869,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2015,Not reported,0,0,0,0,0,Not delivered,999,151093,19778,40235,85993,0,0,0,0,0,0,0,0,0
57870,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2016,Endemic (MDA not delivered),122928,0,0,0,0,Not delivered,1,122928,17210,43025,62693,0,0,0,0,0,0,0,0,0
57871,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2017,Endemic (MDA not delivered),150942,0,0,0,0,Not delivered,1,150942,21132,52830,76981,0,0,0,0,0,0,0,0,0
57872,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2018,Endemic (MDA not delivered),150807,0,0,0,0,Not delivered,1,150807,17946,40416,87016,0,0,0,0,0,0,0,0,0
57873,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2019,Endemic (MDA not delivered),150942,0,0,0,0,Not delivered,1,150942,17962,40453,87094,0,0,0,0,0,0,0,0,0
57874,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2020,Endemic (MDA not delivered),141752,0,0,0,0,Not delivered,1,141752,16868,37990,81791,0,0,0,0,0,0,0,0,0
57875,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2021,Endemic (MDA not delivered),144994,0,0,0,0,Not delivered,1,144994,17254,38858,83662,0,0,0,0,0,0,0,0,0
57876,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2022,Endemic (under MDA),150385,129602,47251,36.46,31.42,ALB+IVM,2,150385,16648,46454,83148,1,1,0,1,0,1,0,1,0
57877,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2023,Endemic (under MDA),157131,132776,62631,47.17,39.86,ALB+IVM,2,157131,18070,42111,90665,2,1,0,2,0,1,0,2,0
57878,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Lainya,44321,0,ADM2,Lainya,44321,SSD0457244321,2024,Endemic (under MDA),159543,134814,63159,46.85,39.59,ALB+IVM,2,159543,18347,42758,92056,3,1,0,3,0,1,0,3,0
57880,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2014,Endemic (MDA not delivered),153001,0,0,0,0,Not delivered,1,153001,21420,53550,78031,0,0,0,0,0,0,0,0,0
57881,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2015,Not reported,0,0,0,0,0,Not delivered,999,175264,22941,46672,99750,0,0,0,0,0,0,0,0,0
57882,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2016,Endemic (MDA not delivered),142657,0,0,0,0,Not delivered,1,142657,19972,49930,72755,0,0,0,0,0,0,0,0,0
57883,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2017,Endemic (MDA not delivered),175089,0,0,0,0,Not delivered,1,175089,24512,61281,89295,0,0,0,0,0,0,0,0,0
57884,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2018,Endemic (MDA not delivered),174932,0,0,0,0,Not delivered,1,174932,20817,46882,100936,0,0,0,0,0,0,0,0,0
57885,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2019,Endemic (MDA not delivered),175089,0,0,0,0,Not delivered,1,175089,20836,46924,101026,0,0,0,0,0,0,0,0,0
57886,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2020,Endemic (MDA not delivered),164502,0,0,0,0,Not delivered,1,164502,19576,44087,94918,0,0,0,0,0,0,0,0,0
57887,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2021,Endemic (MDA not delivered),168434,0,0,0,0,Not delivered,1,168434,20044,45140,97186,0,0,0,0,0,0,0,0,0
57888,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2022,Endemic (under MDA),174520,150401,44982,29.91,25.77,ALB+IVM,2,174520,19319,53909,96492,1,1,0,1,0,1,0,1,0
57889,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2023,Endemic (under MDA),182349,154085,114158,74.09,62.6,ALB+IVM,2,182349,20970,48870,105215,2,1,1,2,1,1,0,2,0
57890,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Morobo,44322,0,ADM2,Morobo,44322,SSD0457244322,2024,Endemic (under MDA),185148,156451,121833,77.87,65.8,ALB+IVM,2,185148,21292,49620,106831,3,1,1,3,2,1,1,3,1
57892,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2014,Endemic (MDA not delivered),180263,0,0,0,0,Not delivered,1,180263,25237,63092,91934,0,0,0,0,0,0,0,0,0
57893,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2015,Not reported,0,0,0,0,0,Not delivered,999,206493,27029,54988,117523,0,0,0,0,0,0,0,0,0
57894,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2016,Not reported,0,0,0,0,0,Not delivered,999,217190,27816,60304,122172,0,0,0,0,0,0,0,0,0
57895,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2017,Endemic (MDA not delivered),206287,0,0,0,0,Not delivered,1,206287,28880,72200,105206,0,0,0,0,0,0,0,0,0
57896,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2018,Endemic (under MDA),206102,174156,104710,60.12,50.8,ALB+IVM,2,206102,24526,55235,118921,1,1,0,1,0,1,0,1,0
57897,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2019,Endemic (under MDA),206287,181177,154351,85.19,74.82,ALB+IVM,2,206287,24548,55285,119028,2,1,1,2,1,1,1,2,1
57898,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2020,Endemic (MDA not delivered),229253,0,0,0,0,Not delivered,1,229253,27281,61440,132279,2,0,0,2,1,0,0,2,1
57899,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2021,Endemic (under MDA),234498,193719,148935,76.88,63.51,ALB+IVM,2,234498,27905,62845,135305,3,1,1,3,2,1,0,3,1
57900,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2022,Endemic (under MDA),243215,209602,196900,93.94,80.96,ALB+IVM,2,243215,26924,75129,134473,4,1,1,4,3,1,1,4,2
57901,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2023,Endemic (under MDA),254125,214736,143503,66.83,56.47,ALB+IVM,2,254125,29224,68106,146630,5,1,1,5,4,1,0,5,2
57902,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Terekeka,44323,0,ADM2,Terekeka,44323,SSD0457244323,2024,Endemic (under MDA),258026,218032,201172,92.27,77.97,ALB+IVM,2,258026,29673,69151,148881,6,1,1,6,5,1,1,6,3
57904,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2014,Endemic (MDA not delivered),297492,0,0,0,0,Not delivered,1,297492,41649,104122,151721,0,0,0,0,0,0,0,0,0
57905,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2015,Not reported,0,0,0,0,0,Not delivered,999,340780,44607,90748,193951,0,0,0,0,0,0,0,0,0
57906,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2016,Endemic (MDA not delivered),277726,0,0,0,0,Not delivered,1,277726,38882,97204,141640,0,0,0,0,0,0,0,0,0
57907,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2017,Endemic (MDA not delivered),340439,0,0,0,0,Not delivered,1,340439,47661,119154,173624,0,0,0,0,0,0,0,0,0
57908,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2018,Endemic (MDA not delivered),340132,0,0,0,0,Not delivered,1,340132,40476,91155,196256,0,0,0,0,0,0,0,0,0
57909,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2019,Endemic (MDA not delivered),340439,0,0,0,0,Not delivered,1,340439,40512,91238,196433,0,0,0,0,0,0,0,0,0
57910,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2020,Endemic (MDA not delivered),320254,0,0,0,0,Not delivered,1,320254,38110,85828,184787,0,0,0,0,0,0,0,0,0
57911,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2021,Endemic (MDA not delivered),327907,0,0,0,0,Not delivered,1,327907,39021,87879,189202,0,0,0,0,0,0,0,0,0
57912,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2022,Endemic (under MDA),339757,292803,81876,27.96,24.1,ALB+IVM,2,339757,37611,104951,187852,1,1,0,1,0,1,0,1,0
57913,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2023,Endemic (under MDA),354999,299974,121515,40.51,34.23,ALB+IVM,2,354999,40825,95140,204834,2,1,0,2,0,1,0,2,0
57914,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Central Equatoria,4572,Yei,44324,0,ADM2,Yei,44324,SSD0457244324,2024,Endemic (under MDA),360449,304579,269719,88.55,74.83,ALB+IVM,2,360449,41452,96600,207979,3,1,1,3,1,1,1,3,1
57916,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2014,Endemic (MDA not delivered),146498,0,0,0,0,Not delivered,1,146498,20510,51274,74714,0,0,0,0,0,0,0,0,0
57917,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2015,Not reported,0,0,0,0,0,Not delivered,999,167814,21966,44688,95510,0,0,0,0,0,0,0,0,0
57918,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2016,Not reported,0,0,0,0,0,Not delivered,999,176507,22605,49008,99287,0,0,0,0,0,0,0,0,0
57919,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2017,Endemic (MDA not delivered),167646,0,0,0,0,Not delivered,1,167646,23470,58676,85500,0,0,0,0,0,0,0,0,0
57920,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2018,Endemic (MDA not delivered),167496,0,0,0,0,Not delivered,1,167496,19932,44889,96645,0,0,0,0,0,0,0,0,0
57921,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2019,Endemic (MDA not delivered),167646,0,0,0,0,Not delivered,1,167646,19950,44929,96732,0,0,0,0,0,0,0,0,0
57922,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2020,Endemic (MDA not delivered),174135,0,0,0,0,Not delivered,1,174135,20722,46668,100476,0,0,0,0,0,0,0,0,0
57923,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2021,Endemic (under MDA),177400,147144,69000,46.89,38.9,ALB+IVM,2,177400,21111,47543,102360,1,1,0,1,0,1,0,1,0
57924,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2022,Endemic (under MDA),184740,159209,67048,42.11,36.29,ALB+IVM,2,184740,20451,57066,102143,2,1,0,2,0,1,0,2,0
57925,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2023,Endemic (under MDA),193027,163108,59581,36.53,30.87,ALB+IVM,2,193027,22198,51731,111377,3,1,0,3,0,1,0,3,0
57926,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Budi,44325,0,ADM2,Budi,44325,SSD0457344325,2024,Endemic (under MDA),195990,165612,137736,83.17,70.28,ALB+IVM,2,195990,22539,52525,113087,4,1,1,4,1,1,1,4,1
57928,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2014,Endemic (MDA not delivered),125010,0,0,0,0,Not delivered,1,125010,17501,43754,63755,0,0,0,0,0,0,0,0,0
57929,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2015,Not reported,0,0,0,0,0,Not delivered,999,143200,18744,38133,81501,0,0,0,0,0,0,0,0,0
57930,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2016,Not reported,0,0,0,0,0,Not delivered,999,150618,19290,41820,84724,0,0,0,0,0,0,0,0,0
57931,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2017,Endemic (MDA not delivered),143057,0,0,0,0,Not delivered,1,143057,20028,50070,72959,0,0,0,0,0,0,0,0,0
57932,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2018,Endemic (MDA not delivered),142929,0,0,0,0,Not delivered,1,142929,17009,38305,82470,0,0,0,0,0,0,0,0,0
57933,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2019,Endemic (MDA not delivered),143057,0,0,0,0,Not delivered,1,143057,17024,38339,82544,0,0,0,0,0,0,0,0,0
57934,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2020,Endemic (MDA not delivered),147224,0,0,0,0,Not delivered,1,147224,17520,39456,84948,0,0,0,0,0,0,0,0,0
57935,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2021,Endemic (under MDA),149534,124404,64434,51.79,43.09,ALB+IVM,2,149534,17795,40075,86281,1,1,0,1,0,1,0,1,0
57936,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2022,Endemic (under MDA),156190,134604,100036,74.32,64.05,ALB+IVM,2,156190,17290,48247,86357,2,1,1,2,1,1,0,2,0
57937,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2023,Endemic (under MDA),163196,137901,115335,83.64,70.67,ALB+IVM,2,163196,18768,43737,94164,3,1,1,3,2,1,1,3,1
57938,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Ikotos,44326,0,ADM2,Ikotos,44326,SSD0457344326,2024,Endemic (under MDA),165702,140018,115335,82.37,69.6,ALB+IVM,2,165702,19056,44408,95610,4,1,1,4,3,1,1,4,2
57940,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Kapoeta East,44327,0,ADM2,Kapoeta East,44327,SSD0457344327,2014,Endemic (MDA not delivered),242191,0,0,0,0,Not delivered,1,242191,33907,84767,123517,0,0,0,0,0,0,0,0,0
57941,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Kapoeta East,44327,0,ADM2,Kapoeta East,44327,SSD0457344327,2015,Not reported,0,0,0,0,0,Not delivered,999,277432,36315,73879,157897,0,0,0,0,0,0,0,0,0
57942,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Kapoeta East,44327,0,ADM2,Kapoeta East,44327,SSD0457344327,2016,Not reported,0,0,0,0,0,Not delivered,999,291804,37371,81021,164143,0,0,0,0,0,0,0,0,0
57943,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Kapoeta East,44327,0,ADM2,Kapoeta East,44327,SSD0457344327,2017,Endemic (MDA not delivered),277155,0,0,0,0,Not delivered,1,277155,38802,97004,141349,0,0,0,0,0,0,0,0,0
57944,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Kapoeta East,44327,0,ADM2,Kapoeta East,44327,SSD0457344327,2018,Endemic (MDA not delivered),276906,0,0,0,0,Not delivered,1,276906,32952,74211,159775,0,0,0,0,0,0,0,0,0
57945,Africa,Eastern Africa,AFRO,South Sudan,41,OD,SS,SSD,Eastern Equatoria,4573,Kapoeta East,44327,0,ADM2,Kapoeta East,44327,SSD0457344327,2019,Endemic (MDA not delivered),277155,0,0,0,0,Not delivered,1,277155,32981,74278,159918,0,0,0,0,0,0,0,0,0
